row_index,title,peeled_title,normalized_title,noise_removed,token_count,role_hits,domain_hits,noise_hits,occupation_signal,penalty_signal,net_signal,decision,matched_rules
"155","First Officer, Accelerated Command and Direct Entry Pilot","First Officer, Accelerated Command and Direct Entry Pilot","first officer accelerated command and direct entry pilot","no","8","","","","0.000","0.000","0.000","neutral",""
"156","Dealer Casino Online- average monthly income 4200 lei","Dealer Casino Online- average monthly income 4200 lei","dealer casino online average monthly income 4200 lei","no","8","","","","0.000","0.000","0.000","neutral",""
"157","_Agent Servicii Clienti_Limba Italiana","_Agent Servicii Clienti_Limba Italiana","agent servicii clienti limba italiana","no","5","agent","","","0.820","0.000","0.820","help","role_head:agent"
"158","Tehnician Service","Tehnician Service","tehnician service","no","2","tehnician|tehnician service","","service","1.000","0.900","0.100","neutral","role_head:tehnician|generic_noise:service|role_phrase:tehnician service"
"159","Biolog medical specialist (activitate ture cu ore de noapte)","Biolog medical specialist","biolog medical specialist","yes","9","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"160","Customer Advisor with Slovak - Cluj-Napoca","Customer Advisor with Slovak Cluj-Napoca","customer advisor with slovak cluj napoca","yes","6","","","","0.000","0.000","0.000","neutral",""
"161","Specialist cu experiență în racordarea cablurilor de medie tensiune","Specialist cu experiență în racordarea cablurilor de medie tensiune","specialist cu experienta in racordarea cablurilor de medie tensiune","no","9","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"162","Vopsitor Auto - Germania, cazare asigurată (f/m/x)","Vopsitor Auto Germania, cazare asigurată","vopsitor auto germania cazare asigurata","yes","8","vopsitor","","","0.880","0.000","0.880","help","role_head:vopsitor"
"163","Mecanic Auto - Germania, cazare asigurată (f/m/x)","Mecanic Auto Germania, cazare asigurată","mecanic auto germania cazare asigurata","yes","8","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"164","📢Customer Support - DUTCH - BUCHAREST","📢Customer Support","customer support","yes","4","","","","0.000","0.000","0.000","neutral",""
"165","Digital Communications Specialist","Digital Communications Specialist","digital communications specialist","no","3","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"166","TEHNICIAN SERVICE/ ELECTRICIAN","TEHNICIAN SERVICE/ ELECTRICIAN","tehnician service electrician","no","3","tehnician|electrician|tehnician service","","service","1.000","0.900","0.100","neutral","role_head:tehnician|role_head:electrician|generic_noise:service|role_phrase:tehnician service"
"167","Frigotehnist – fabrica de productie","Frigotehnist fabrica de productie","frigotehnist fabrica de productie","yes","4","","","","0.000","0.000","0.000","neutral",""
"168","Senior Key Account Manager Proiecte Fotovoltaice Corporate","Senior Key Account Manager Proiecte Fotovoltaice Corporate","senior key account manager proiecte fotovoltaice corporate","no","7","manager","","senior","0.900","0.720","0.180","neutral","role_head:manager|generic_noise:senior"
"169","FARMACIST - Baicoi","FARMACIST Baicoi","farmacist baicoi","yes","2","","","","0.000","0.000","0.000","neutral",""
"170","Sculer Matriter - Arges","Sculer Matriter Arges","sculer matriter arges","yes","3","","","","0.000","0.000","0.000","neutral",""
"171","Electrician - Arges","Electrician Arges","electrician arges","yes","2","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"172","Electrician Intretinere Utilaje - Arges","Electrician Intretinere Utilaje Arges","electrician intretinere utilaje arges","yes","4","electrician|electrician intretinere","utilaje","","1.000","0.000","1.000","help","role_head:electrician|domain_modifier:utilaje|role_phrase:electrician intretinere"
"173","Tehnician Mentenanta","Tehnician Mentenanta","tehnician mentenanta","no","2","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"174","PTC Windchill Specialist","PTC Windchill Specialist","ptc windchill specialist","no","3","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"175","ERP S4HANA BASIS Expert (On Premise / Cloud)","ERP S4HANA BASIS Expert (On Premise / Cloud)","erp s4hana basis expert on premise cloud","no","7","expert","","","0.780","0.000","0.780","help","role_head:expert"
"176","Operator MUSA strungar","Operator MUSA strungar","operator musa strungar","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"177","NC Programmer","NC Programmer","nc programmer","no","2","","","","0.000","0.000","0.000","neutral",""
"178","Operator MUSA strungar","Operator MUSA strungar","operator musa strungar","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"179","Operator MUSA strungar","Operator MUSA strungar","operator musa strungar","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"180","Operator la masini unelte semiautomate si automate - Frezor","Operator la masini unelte semiautomate si automate Frezor","operator la masini unelte semiautomate si automate frezor","yes","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"181","Referent - Conditioner finisor-Thermoplaste","Referent Conditioner finisor-Thermoplaste","referent conditioner finisor thermoplaste","yes","4","","","","0.000","0.000","0.000","neutral",""
"182","Operator MUSA strungar","Operator MUSA strungar","operator musa strungar","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"183","Medic de familie si medici specialitati clinice","Medic de familie si medici specialitati clinice","medic de familie si medici specialitati clinice","no","7","","","","0.000","0.000","0.000","neutral",""
"184","Manager Relatii Clienti Persoane Fizice - Targu Bujor","Manager Relatii Clienti Persoane Fizice Targu Bujor","manager relatii clienti persoane fizice targu bujor","yes","7","manager","","","0.900","0.000","0.900","help","role_head:manager"
"185","Mecanic stivuitoare","Mecanic stivuitoare","mecanic stivuitoare","no","2","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"186","Tehnician Pasteurizare","Tehnician Pasteurizare","tehnician pasteurizare","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"187","Director de Magazin Nusfalau, Judet Salaj","Director de Magazin Nusfalau, Judet Salaj","director de magazin nusfalau judet salaj","no","6","director","","","0.780","0.000","0.780","help","role_head:director"
"188","Sudor MIG/MAG","Sudor MIG/MAG","sudor mig mag","no","3","","","","0.000","0.000","0.000","neutral",""
"189","Vânzător Mediaș, I.C.Brătianu (f/m)","Vânzător Mediaș, I.C.Brătianu","vanzator medias i c bratianu","yes","7","vanzator","","","0.900","0.000","0.900","help","role_head:vanzator"
"190","Agent de interventie","Agent de interventie","agent de interventie","no","3","agent","","","0.820","0.000","0.820","help","role_head:agent"
"191","Tehnician Service Sisteme de Securitate","Tehnician Service Sisteme de Securitate","tehnician service sisteme de securitate","no","5","tehnician|tehnician service","","service","1.000","0.900","0.100","neutral","role_head:tehnician|generic_noise:service|role_phrase:tehnician service"
"192","ADMINISTRATORI SOCIETATEA UTILITĂȚI PUBLICE CERNAVODA S.R.L. SI GOSPODĂRIA COMUNALĂ S.R.L.","ADMINISTRATORI SOCIETATEA UTILITĂȚI PUBLICE CERNAVODA S.R.L. SI GOSPODĂRIA COMUNALĂ S.R.L","administratori societatea utilitati publice cernavoda s r l si gospodaria comunala s r l","yes","14","","","","0.000","0.000","0.000","neutral",""
"193","Strungar","Strungar","strungar","no","1","","","","0.000","0.000","0.000","neutral",""
"194","Collections Process Expert with Polish / Czech","Collections Process Expert with Polish Czech","collections process expert with polish czech","yes","6","expert","","","0.780","0.000","0.780","help","role_head:expert"
"195","Mecanic auto","Mecanic auto","mecanic auto","no","2","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"196","Reglor de matrite - MEDIAS (0729 800 721)","Reglor de matrite","reglor de matrite","yes","7","","","","0.000","0.000","0.000","neutral",""
"197","Stivuitoristi  pe perioada nedeterminata in SATU MARE","Stivuitoristi pe perioada nedeterminata in SATU MARE","stivuitoristi pe perioada nedeterminata in satu mare","yes","7","","","","0.000","0.000","0.000","neutral",""
"198","Magaziner cu Autorizatie ISCIR | Arad","Magaziner cu Autorizatie ISCIR Arad","magaziner cu autorizatie iscir arad","yes","5","","","","0.000","0.000","0.000","neutral",""
"199","Operatori productie si Operatori SMT | ARAD","Operatori productie si Operatori SMT","operatori productie si operatori smt","yes","6","","","","0.000","0.000","0.000","neutral",""
"200","Operator productie pe perioada nedeterminata in Satu Mare","Operator productie pe perioada nedeterminata in Satu Mare","operator productie pe perioada nedeterminata in satu mare","no","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"201","Collections with Automotive (Dutch and English) – Bucharest","Collections with Automotive","collections with automotive","yes","7","","","","0.000","0.000","0.000","neutral",""
"202","Collections with Automotive (Flemish and English)– Bucharest","Collections with Automotive","collections with automotive","yes","7","","","","0.000","0.000","0.000","neutral",""
"203","Operator productie pe perioada nedeterminata in Satu Mare","Operator productie pe perioada nedeterminata in Satu Mare","operator productie pe perioada nedeterminata in satu mare","no","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"204","Inginer Proiectare Energetică și Studii Fezabilitate PV","Inginer Proiectare Energetică și Studii Fezabilitate PV","inginer proiectare energetica si studii fezabilitate pv","no","7","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"205","Medic dentist, medic stomatolog - Franta","Medic dentist, medic stomatolog Franta","medic dentist medic stomatolog franta","yes","5","","","","0.000","0.000","0.000","neutral",""
"206","Sculer Matriter (Electroeroziune cu Fir si Electrod Masiv)","Sculer Matriter","sculer matriter","yes","8","","","","0.000","0.000","0.000","neutral",""
"207","Operator Frezare CNC (3 si 5 Axe / Componente si Electrozi)","Operator Frezare CNC","operator frezare cnc","yes","10","operator","","","0.900","0.000","0.900","help","role_head:operator"
"208","Operator Unelte Masini CNC (Asamblare si Ajustare Matrite)","Operator Unelte Masini CNC","operator unelte masini cnc","yes","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"209","Expert in prelucrare si reparatii matrite de injectie mase plastice","Expert in prelucrare si reparatii matrite de injectie mase plastice","expert in prelucrare si reparatii matrite de injectie mase plastice","no","10","expert","","","0.780","0.000","0.780","help","role_head:expert"
"210","Sef de Tura Balteni Judet Gorj","Sef de Tura Balteni Judet Gorj","sef de tura balteni judet gorj","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"211","Casier Buzias Judet Timis","Casier Buzias Judet Timis","casier buzias judet timis","no","4","","","","0.000","0.000","0.000","neutral",""
"212","Casier Paulesti Judet Satu Mare","Casier Paulesti Judet Satu Mare","casier paulesti judet satu mare","no","5","","","","0.000","0.000","0.000","neutral",""
"213","Manipulant marfa - Aricestii Rahtivani (Engleza mediu)","Manipulant marfa Aricestii Rahtivani","manipulant marfa aricestii rahtivani","yes","6","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"214","Sef de Tura Paulesti Judet Satu Mare","Sef de Tura Paulesti Judet Satu Mare","sef de tura paulesti judet satu mare","no","7","sef","","","0.760","0.000","0.760","help","role_head:sef"
"215","Director de Magazin Balteni Judet Gorj","Director de Magazin Balteni Judet Gorj","director de magazin balteni judet gorj","no","6","director","","","0.780","0.000","0.780","help","role_head:director"
"216","Casier Gataia Judet Timis","Casier Gataia Judet Timis","casier gataia judet timis","no","4","","","","0.000","0.000","0.000","neutral",""
"217","Director de Magazin Buzias Judet Timis","Director de Magazin Buzias Judet Timis","director de magazin buzias judet timis","no","6","director","","","0.780","0.000","0.780","help","role_head:director"
"218","Vorbitori de limba GERMANA in SIGHISOARA - Relatii Clienti","Vorbitori de limba GERMANA in SIGHISOARA Relatii Clienti","vorbitori de limba germana in sighisoara relatii clienti","yes","8","","","","0.000","0.000","0.000","neutral",""
"219","Casier Balteni Judet Gorj","Casier Balteni Judet Gorj","casier balteni judet gorj","no","4","","","","0.000","0.000","0.000","neutral",""
