role_head,alias,note
scholar,cercetător,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
scholar,teadlane,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
sergeant,sergent,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
sergeant,őrmester,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
sergeant,seersant,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shepherd,păstor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shepherd,juhász,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shepherd,karjus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shipwright,constructor de nave,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shipwright,hajóács,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
shipwright,laevaehitaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
signalperson,semnalist,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
signalperson,jelzőőr,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
signalperson,signaalimees,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
silversmith,argintar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
silversmith,ezüstműves,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
silversmith,hõbespp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
soldier,soldat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
soldier,katona,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
soldier,sõdur,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spokesperson,purtător de cuvânt,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spokesperson,szóvivő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spokesperson,kõneisik,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stagehand,tehnician de scenă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stagehand,színpadi munkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stagehand,lavatehnik,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
steeplejack,alpinist utilitar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
steeplejack,magasban dolgozó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
steeplejack,kõrgustöötaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stevedore,docher,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stevedore,kikötői rakodómunkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stevedore,sadamatööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stonemason,zidar de piatră,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
stonemason,kiviraidur,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
switchperson,macagiu,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
switchperson,váltókezelő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
switchperson,raudtee pöörmeseadja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
taster,degustător,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
taster,kóstoló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
taster,degustaator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
warden,vahimees,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
medium,médiumn,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
medium,meedium,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
administrator,admin,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
imagesetter,image setter,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
boatswain,bosun,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
boatswain,bo'sun,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
caller,telecaller,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
deckhand,deckman,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
beveller,beveler,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
neutraliser,neutralizer,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
pelletiser,pelletizer,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
pizzaiolo,pizzamaker,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
signalperson,signaller,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
spokesperson,spokesman,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
spokesperson,spokeswoman,Auto promotion 2026-08-30: safe exact role-head variant promoted after duplicate/conflict filtering.
dispatcher,disponent,Vocabulary gap 2026-09-03: Romanian (German-loanword) alias to canonical dispatcher.
worker,magaziner,Vocabulary gap 2026-09-03: Romanian alias (storekeeper) to canonical worker so warehouse worker stays reachable.
finisher,betonist,Vocabulary gap 2026-09-03: Romanian alias (concreter) to canonical finisher so concrete finisher stays reachable.
technician,frigotehnist,Vocabulary gap 2026-09-03: Romanian alias (refrigeration technician) to canonical technician.
setter,pregatitor,Vocabulary gap 2026-09-03: Romanian alias (tool preparer/setter) to canonical setter.
grinder,rectificator,Vocabulary gap 2026-09-03: Romanian alias (grinding machine operator) to canonical grinder.
coppersmith,tinichigiu,Vocabulary gap 2026-09-03: Romanian alias (tinsmith) to canonical coppersmith, the closest existing metal-trade role head for this family.
